"LONG"	"LAT"	"STATIONID"	"SAMPLEID"	"COLLDATE"	"TAXAID"	"N_TAXA"	"NONTARGET"	"TolVal"	"BCG_Attr"	"BCG_Attr2"	"FFG"	"HABIT"	"LIFE_CYCLE"	"AIRBREATHER"	"PHYLUM"	"CLASS"	"ORDER"	"FAMILY"	"GENUS"	"CFS"	"L3Eco"	"WsAreaSqKm"	"ElevCat"	"PrecipCat"	"PrecipWs"	"TmeanCat"	"WetIndexWs"	"WtDepWs"	"PermWs"	"SandWs"	"ClayWs"	"Fe2O3Cat"	"MgOCat"	"K2OWs"	"Al2O3Ws"	"NWs"	"SWs"
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"HYALELLA AZTECA"	4	FALSE	6	"4"	"4_worse"	"CG"	"SP"	"multi"	FALSE	"ARTHROPODA"	"MALACOSTRACA"	"AMPHIPODA"	"HYALELLIDAE"	"HYALELLA"	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"HYDROPHILIDAE"	1	FALSE	5	"4"	"4_middle"	"PR"	"SW"	"uni"	TRUE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"HYDROPHILIDAE"	""	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"LESTES"	5	FALSE	5	"4"	"4_middle"	"PR"	"CB"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"LESTIDAE"	"LESTES"	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"LIBELLULIDAE"	1	FALSE	5	"4"	"4_middle"	"PR"	"SP"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"LIBELLULIDAE"	""	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"NEOPORUS DIMIDIATUS"	1	FALSE	6	"4"	"4_worse"	"PR"	"SW"	"multi"	TRUE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"DYTISCIDAE"	"NEOPORUS"	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"PELTODYTES EDENTULUS"	8	FALSE	6	"4"	"4_worse"	"SH,PH"	"CB,CN"	"multi"	TRUE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"HALIPLIDAE"	"PELTODYTES"	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"PELTODYTES LITORALIS"	1	FALSE	6	"4"	"4_worse"	"SH,PH"	"CB,CN"	"multi"	TRUE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"HALIPLIDAE"	"PELTODYTES"	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"PERLESTA"	18	FALSE	4	"4"	"4_middle"	"PR"	"CN"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"PLECOPTERA"	"PERLIDAE"	"PERLESTA"	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"PHYSELLA"	1	FALSE	8	"5"	""	"SC"	"CB"	"multi"	FALSE	"MOLLUSCA"	"GASTROPODA"	"BASOMMATOPHORA"	"PHYSIDAE"	"PHYSELLA"	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"PLANORBELLA"	1	FALSE	6	"4"	"4_worse"	"SC"	"CB"	NA	FALSE	"MOLLUSCA"	"GASTROPODA"	"BASOMMATOPHORA"	"PLANORBIDAE"	"PLANORBELLA"	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"SIGARA"	11	FALSE	5	"4"	"4_middle"	"PH"	"SW"	"multi"	TRUE	"ARTHROPODA"	"INSECTA"	"HEMIPTERA"	"CORIXIDAE"	"SIGARA"	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"SIMULIUM"	98	FALSE	5	"4"	"4_middle"	"CF"	"CN"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"SIMULIIDAE"	"SIMULIUM"	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"SIPHLONURUS"	11	FALSE	NA	NA	NA	"CG"	"SW"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"EPHEMEROPTERA"	"SIPHLONURIDAE"	"SIPHLONURUS"	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"STRATIOMYS"	2	FALSE	6	"4"	"4_worse"	"CG"	"SP"	"uni"	TRUE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"STRATIOMYIDAE"	"STRATIOMYS"	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"TRIBELOS"	1	FALSE	5	"4"	"4_middle"	"CG"	"BU"	NA	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"TRIBELOS"	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-101.7166838	39.88704738	"KS_MMI_Site684"	"KS_Liz_3624_Rep1"	"15-May-18"	"TRICORYTHODES"	2	FALSE	6	"4"	"4_worse"	"CG"	"SP"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"EPHEMEROPTERA"	"LEPTOHYPHIDAE"	"TRICORYTHODES"	14.04	"eco3_25"	6248.2896	976.827	480.3040205	438.8899282	10.73335944	919.0895	180.5058	6.3749	26.9189	21.4856	9.3291	1.4411	1.7262	7.8169	0.0298	0.0493
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"ARGIA"	22	FALSE	6	"4"	"4_worse"	"PR"	"CB,CN"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"COENAGRIONIDAE"	"ARGIA"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"BAETIDAE"	1	FALSE	5	"4"	"4_middle"	"CG"	"SW"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"EPHEMEROPTERA"	"BAETIDAE"	""	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"BEROSUS"	3	FALSE	5	"4"	"4_middle"	"PH,CG"	"SW"	"multi"	TRUE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"HYDROPHILIDAE"	"BEROSUS"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"CAENIS"	1	FALSE	5	"4"	"4_middle"	"CG"	"SP"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"EPHEMEROPTERA"	"CAENIDAE"	"CAENIS"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"CALLIBAETIS"	5	FALSE	6	"4"	"4_worse"	"CG"	"SW"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"EPHEMEROPTERA"	"BAETIDAE"	"CALLIBAETIS"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"CAMBARIDAE"	15	FALSE	5	"4"	"4_middle"	"CG"	"SP"	NA	FALSE	"ARTHROPODA"	"MALACOSTRACA"	"DECAPODA"	"CAMBARIDAE"	""	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"CERATOPOGONIDAE"	1	FALSE	5	"4"	"4_middle"	"PR"	"SP"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CERATOPOGONIDAE"	""	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"CHEUMATOPSYCHE"	59	FALSE	6	"4"	"4_worse"	"CF"	"CN"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"TRICHOPTERA"	"HYDROPSYCHIDAE"	"CHEUMATOPSYCHE"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"CLADOTANYTARSUS"	15	FALSE	5	"4"	"4_middle"	"CG"	"CB"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"CLADOTANYTARSUS"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"CORIXIDAE"	1	FALSE	5	"4"	"4_middle"	"PR"	"SW"	"multi"	TRUE	"ARTHROPODA"	"INSECTA"	"HEMIPTERA"	"CORIXIDAE"	""	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"CRICOTOPUS/ORTHOCLADIUS"	4	FALSE	5	"4"	"4_middle"	"SH,CG"	"CN"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"CRICOTOPUS/ORTHOCLADIUS"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"ENALLAGMA"	21	FALSE	6	"4"	"4_worse"	"PR"	"CB"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"COENAGRIONIDAE"	"ENALLAGMA"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"EPHYDRIDAE"	1	FALSE	8	"5"	""	"CG"	"BU"	NA	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"EPHYDRIDAE"	""	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"ERPETOGOMPHUS DESIGNATUS"	1	FALSE	4	"4"	"4_better"	"PR"	"BU"	"semi"	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"GOMPHIDAE"	"ERPETOGOMPHUS"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"GOMPHIDAE"	4	FALSE	5	"4"	"4_middle"	"PR"	"BU"	"semi"	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"GOMPHIDAE"	""	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"GOMPHUS EXTERNUS"	2	FALSE	5	"4"	"4_middle"	"PR"	"BU"	"semi"	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"GOMPHIDAE"	"GOMPHURUS"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"HETAERINA AMERICANA"	32	FALSE	5	"4"	"4_middle"	"PR"	"CB,CN"	"semi"	FALSE	"ARTHROPODA"	"INSECTA"	"ODONATA"	"CALOPTERYGIDAE"	"HETAERINA"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"HYALELLA AZTECA"	73	FALSE	6	"4"	"4_worse"	"CG"	"SP"	"multi"	FALSE	"ARTHROPODA"	"MALACOSTRACA"	"AMPHIPODA"	"HYALELLIDAE"	"HYALELLA"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"HYDROPTILA"	1	FALSE	5	"4"	"4_middle"	"SC,PH"	"CN"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"TRICHOPTERA"	"HYDROPTILIDAE"	"HYDROPTILA"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"LOPESCLADIUS"	5	FALSE	5	"4"	"4_middle"	"CG"	"BU,SP"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"LOPESCLADIUS"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"MICROCYLLOEPUS PUSILLUS"	2	FALSE	2	"3"	""	"CG"	"CN"	"semi"	FALSE	"ARTHROPODA"	"INSECTA"	"COLEOPTERA"	"ELMIDAE"	"MICROCYLLOEPUS"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"MICROPSECTRA"	8	FALSE	5	"4"	"4_middle"	"CG"	"CB"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"MICROPSECTRA"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"NECTOPSYCHE DIARINA"	27	FALSE	6	"4"	"4_worse"	"SH"	"CB,SP"	"uni"	FALSE	"ARTHROPODA"	"INSECTA"	"TRICHOPTERA"	"LEPTOCERIDAE"	"NECTOPSYCHE"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"ORCONECTES VIRILIS"	1	FALSE	5	"4"	"4_middle"	"CG,SH"	"SP"	NA	FALSE	"ARTHROPODA"	"MALACOSTRACA"	"DECAPODA"	"CAMBARIDAE"	"ORCONECTES"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"PARAMERINA"	4	FALSE	5	"4"	"4_middle"	"PR"	"SP"	"multi,uni"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"CHIRONOMIDAE"	"PARAMERINA"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"PERICOMA"	1	FALSE	6	"4"	"4_worse"	"CG"	"BU"	"multi"	FALSE	"ARTHROPODA"	"INSECTA"	"DIPTERA"	"PSYCHODIDAE"	"PERICOMA"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
-100.4917742	37.01132109	"KS_MMI_Site003"	"KS_Liz_3108_Rep1"	"16-May-16"	"PHYSELLA"	8	FALSE	8	"5"	""	"SC"	"CB"	"multi"	FALSE	"MOLLUSCA"	"GASTROPODA"	"BASOMMATOPHORA"	"PHYSIDAE"	"PHYSELLA"	43.21	"eco3_25"	16473.2319	719.2281	530.986555	443.8984883	13.89159105	939.2667	181.6507	8.4595	36.8798	20.0323	16.017	1.0916	1.8505	9.5912	0.089	0.1659
