"SAMPLEID","LONG","CFS","WsAreaSqKm","ElevCat","PrecipCat","PrecipWs","TmeanCat","WetIndexWs","WtDepWs","PermWs","SandWs","ClayWs","Fe2O3Cat","MgOCat","K2OWs","Al2O3Ws","NWs","SWs","L3Eco","TAXAID","N_TAXA","file_taxatrans","file_attributes","Rank","Slash","NONTARGET","BCG_sens","Habit_CBCN","Order_EPT","Volt_semi","TolVal","BCG_Attr","BCG_Attr2","FFG","FFG_Src","HABIT","HABIT_Src","LIFE_CYCLE","LIFE_CYCLE_Src","THERMAL_INDICATOR","AIRBREATHER","PHYLUM","CLASS","ORDER","FAMILY","GENUS","KBGENSPE","NOD","AP","HM","POC","SA","SSS","Min_HM1988","Max_HM1988","Mean_HM1988","KBTOLR","EXCLUDE"
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","CORYDALUS CORNUTUS",2,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes",NA,NA,5,"4","4_middle","PR","IA; NE; OK; MN; Tward; NRSA","CN","IA; MN; Tward; NRSA","uni","NRSA","warm",FALSE,"ARTHROPODA","INSECTA","MEGALOPTERA","CORYDALIDAE","CORYDALUS","CORYDALUS CORNUTUS",2,2,5,2,3,3,2,5,2.833333333,4,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","DUGESIA",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,NA,NA,5,"4","4_middle","CG,PR","NRSA; NE","SP","NE; OK; MN; NRSA",NA,NA,NA,FALSE,"PLATYHELMINTHES","TURBELLARIA","TRICLADIDA","PLANARIIDAE","DUGESIA","DUGESIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","ENALLAGMA",19,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes",NA,NA,6,"4","4_worse","PR","IA; NE; MODNR; OK; MN; Tward; NRSA","CB","IA; NE; OK; MN; Tward; NRSA","multi","NRSA",NA,FALSE,"ARTHROPODA","INSECTA","ODONATA","COENAGRIONIDAE","ENALLAGMA","ENALLAGMA",3,5,1,3,3,3,1,5,3,6,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","ENOCHRUS",5,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,NA,NA,6,"4","4_worse","CG","NE; MODNR; OK; MN; Tward; NRSA","BU,SW","NE; OK; MN; NRSA","uni","Tward; NRSA",NA,TRUE,"ARTHROPODA","INSECTA","COLEOPTERA","HYDROPHILIDAE","ENOCHRUS","ENOCHRUS",3,3,2,2,3,2,2,3,2.5,99,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","ERPETOGOMPHUS DESIGNATUS",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,"yes",NA,NA,"yes",4,"4","4_better","PR","NE; OK; MN; Tward; NRSA","BU","NE; MN; Tward; NRSA","semi","Tward","warm",FALSE,"ARTHROPODA","INSECTA","ODONATA","GOMPHIDAE","ERPETOGOMPHUS","ERPETOGOMPHUS DESIGNATUS",2,2,1,3,3,4,1,4,2.5,4,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","ERYTHEMIS",3,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes",NA,NA,5,"4","4_middle","PR","IA; NE; MODNR; OK; MN; Tward; NRSA","CB,SP","NRSA","multi,uni","NRSA",NA,FALSE,"ARTHROPODA","INSECTA","ODONATA","LIBELLULIDAE","ERYTHEMIS","ERYTHEMIS",3,3,3,2,3,5,2,5,3.166666667,4,TRUE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","ERYTHEMIS SIMPLICICOLLIS",9,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes",NA,NA,5,"4","4_middle","PR","IA; OK; MN; Tward; NRSA","CB,SP","NRSA","multi,uni","NRSA",NA,FALSE,"ARTHROPODA","INSECTA","ODONATA","LIBELLULIDAE","ERYTHEMIS","ERYTHEMIS SIMPLICICOLLIS",3,3,3,2,3,5,2,5,3.166666667,4,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","GOMPHUS MILITARIS",4,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,NA,NA,"yes",5,"4","4_middle","PR","NRSA","BU","NRSA","semi","NRSA",NA,FALSE,"ARTHROPODA","INSECTA","ODONATA","GOMPHIDAE","GOMPHUS","GOMPHUS MILITARIS",3,2,1,3,3,5,1,5,2.833333333,4,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","HELICHUS LITHOPHILUS",2,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes",NA,"yes",5,"4","4_middle","SC,SH,CG","IA; MODNR; NRSA; Tward","CN","MN; Tward; NRSA","semi","Tward",NA,FALSE,"ARTHROPODA","INSECTA","COLEOPTERA","DRYOPIDAE","HELICHUS","HELICHUS LITHOPHILUS",2,4,3,3,3,4,2,4,3.166666667,4,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","HELICHUS SUTURALIS",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes",NA,"yes",5,"4","4_middle","SC,SH,CG","IA; MODNR; NRSA; Tward","CN","Tward; NRSA","semi","Tward",NA,FALSE,"ARTHROPODA","INSECTA","COLEOPTERA","DRYOPIDAE","HELICHUS","HELICHUS SUTURALIS",3,4,3,3,3,4,3,4,3.333333333,4,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","HELICOPSYCHE",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes","yes",NA,5,"4","4_middle","SC","IA; NE; MODNR; OK; MN; Tward","CN","NE; OK; MN; Tward; NRSA","uni","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","TRICHOPTERA","HELICOPSYCHIDAE","HELICOPSYCHE","HELICOPSYCHE",2,2,1,2,3,1,1,3,1.833333333,4,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","HETAERINA AMERICANA",2,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes",NA,"yes",5,"4","4_middle","PR","IA; NE; OK; MN; Tward; NRSA","CB,CN","NE; MN; Tward; NRSA","semi","Tward","warm",FALSE,"ARTHROPODA","INSECTA","ODONATA","CALOPTERYGIDAE","HETAERINA","HETAERINA AMERICANA",3,2,1,2,4,3,1,4,2.5,4,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","HYALELLA AZTECA",15,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,NA,NA,NA,6,"4","4_worse","CG","IA; NE; MODNR; OK; MN; ; NRSA","SP","MN; NRSA","multi","NRSA",NA,FALSE,"ARTHROPODA","MALACOSTRACA","AMPHIPODA","HYALELLIDAE","HYALELLA","HYALELLA AZTECA",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","LIBELLULA",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,NA,NA,5,"4","4_middle","PR","IA; NE; MODNR; OK; MN; Tward; NRSA","SP","NE; MODNR; OK; MN; Tward; NRSA","uni","Tward; NRSA",NA,FALSE,"ARTHROPODA","INSECTA","ODONATA","LIBELLULIDAE","LIBELLULA","LIBELLULA",3,3,2,2,3,4,2,4,2.833333333,4,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","LIBELLULIDAE",9,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Family",NA,FALSE,NA,NA,NA,NA,5,"4","4_middle","PR","IA; NE; MODNR; OK; MN; NRSA","SP","IA; NE; MODNR; OK; MN; NRSA","uni","NRSA",NA,FALSE,"ARTHROPODA","INSECTA","ODONATA","LIBELLULIDAE",NA,NA,3,3,2,2,3,4,2,4,2.833333333,NA,TRUE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","LYMNAEIDAE",2,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Family",NA,FALSE,NA,"yes",NA,NA,5,"4","4_middle","SC","IA; NE; MODNR; OK; MN; NRSA","CB","OK; MN","multi","NRSA",NA,FALSE,"MOLLUSCA","GASTROPODA","BASOMMATOPHORA","LYMNAEIDAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TRUE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","MACCAFFERTIUM PULCHELLUM",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,"yes","yes","yes",NA,2,"3",NA,"SC","IA; NE; MODNR; MN; Tward","CN","NE; MN; Tward; NRSA","uni","Tward","warm",FALSE,"ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","MACCAFFERTIUM","MACCAFFERTIUM PULCHELLUM",2,2,2,2,3,4,2,4,2.5,4,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","MESOVELIA",2,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes",NA,NA,6,"4","4_worse","PR","IA; NE; MODNR; OK; MN; Tward; NRSA","SK,CB","NE; MODNR; OK; MN; Tward; NRSA","multi","Tward; NRSA",NA,TRUE,"ARTHROPODA","INSECTA","HEMIPTERA","MESOVELIIDAE","MESOVELIA","MESOVELIA",3,5,4,5,3,4,3,5,4,99,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","NEOPLEA",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,NA,NA,6,"4","4_worse","PR","IA; NE; MODNR; MN; Tward; NRSA","SW","NE; MODNR; OK; MN; Tward; NRSA","multi,uni","NRSA",NA,TRUE,"ARTHROPODA","INSECTA","HEMIPTERA","PLEIDAE","NEOPLEA","NEOPLEA",3,3,2,3,3,3,2,3,2.833333333,99,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","NEOPORUS DIMIDIATUS",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,NA,NA,NA,6,"4","4_worse","PR","IA; OK; Tward","SW","Tward","multi","Tward",NA,TRUE,"ARTHROPODA","INSECTA","COLEOPTERA","DYTISCIDAE","NEOPORUS","NEOPORUS DIMIDIATUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,99,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","ORCONECTES VIRILIS",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,NA,NA,NA,5,"4","4_middle","CG,SH","IA; MN; NRSA","SP","NE; NRSA",NA,NA,NA,FALSE,"ARTHROPODA","MALACOSTRACA","DECAPODA","CAMBARIDAE","ORCONECTES","ORCONECTES VIRILIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","PALMACORIXA",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,NA,NA,7,"4","4_worse","PR","IA; NE; MODNR; MN; NRSA","SW","IA; NE; OK; MN; Tward; NRSA","multi","Tward; NRSA",NA,TRUE,"ARTHROPODA","INSECTA","HEMIPTERA","CORIXIDAE","PALMACORIXA","PALMACORIXA",3,4,3,3,4,3,3,4,3.333333333,99,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","PELOCORIS FEMORATUS",6,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes",NA,NA,NA,NA,NA,"PR","IA; NE; OK; MN; Tward; NRSA","CB","MN; Tward; NRSA","uni","Tward; NRSA",NA,TRUE,"ARTHROPODA","INSECTA","HEMIPTERA","NAUCORIDAE","PELOCORIS","PELOCORIS FEMORATUS",2,4,3,3,3,3,2,4,3,99,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","PELTODYTES LITORALIS",9,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes",NA,NA,6,"4","4_worse","SH,PH","OK; NRSA","CB,CN","Tward; NRSA","multi","Tward",NA,TRUE,"ARTHROPODA","INSECTA","COLEOPTERA","HALIPLIDAE","PELTODYTES","PELTODYTES LITORALIS",3,4,3,3,3,3,3,4,3.166666667,99,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","PELTODYTES SEXMACULATUS",20,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Species",NA,FALSE,NA,"yes",NA,NA,6,"4","4_worse","SH,PH","OK; MN; NRSA","CB,CN","Tward; NRSA","multi","Tward",NA,TRUE,"ARTHROPODA","INSECTA","COLEOPTERA","HALIPLIDAE","PELTODYTES","PELTODYTES SEXMACULATUS",3,4,3,3,3,3,3,4,3.166666667,99,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","PENTANEURA",1,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,NA,NA,NA,5,"4","4_middle","PR","NE; MODNR; MN; Tward; NRSA","SP","MODNR; OK; MN; Tward; NRSA","uni","Tward",NA,FALSE,"ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PENTANEURA","PENTANEURA",2,3,3,3,2,3,2,3,2.666666667,6,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","PHYSELLA",7,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes",NA,NA,8,"5",NA,"SC","NE; MODNR; OK; MN; NRSA","CB","OK; MN; NRSA","multi","NRSA",NA,FALSE,"MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PHYSIDAE","PHYSELLA","PHYSELLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE
"KS_Liz_3608_Rep1",-96.26825452,69.45,646.6401,337.2065,909.2009417,919.095568,12.69715106,752.305,171.8542,1.2534,9.8059,41.3846,9.0184,1.6244,0.6664,3.5565,0.0652,0.3884,"eco3_28","PLANORBELLA",11,"KS_TaxaTranslator_20230717.csv","KS_Attributes_20230717.csv","Genus",NA,FALSE,NA,"yes",NA,NA,6,"4","4_worse","SC","IA; NE; MODNR; OK; MN; NRSA","CB","OK; MN; NRSA",NA,NA,NA,FALSE,"MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PLANORBIDAE","PLANORBELLA","PLANORBELLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE
