TaxaID,Rank,Slash,NonTarget,BCG_sens,Habit_CBCN,Order_EPT,Volt_semi,TolVal,BCG_Attr,BCG_Attr2,FFG,FFG_Src,HABIT,HABIT_Src,LIFE_CYCLE,LIFE_CYCLE_Src,THERMAL_INDICATOR,AirBreather,PHYLUM,CLASS,ORDER,FAMILY,GENUS,KBGENSPE,NOD,AP,HM,POC,SA,SSS,Min_HM1988,Max_HM1988,Mean_HM1988,KBTOLR
BRECHMORHOGA,Genus,,FALSE,,yes,,yes,NA,NA,NA,PR,OK; Tward; NRSA,CN,NRSA,"semi,uni",Tward,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,BRECHMORHOGA,,,,,,,,,,,
BRECHMORHOGA MENDAX,Species,,FALSE,,yes,,yes,NA,NA,NA,PR,OK; Tward; NRSA,CN,NRSA,"semi,uni",Tward,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,BRECHMORHOGA,BRECHMORHOGA MENDAX,,,,,,,,,,4
BRILLIA,Genus,,FALSE,,,,,5,4,4_middle,SH,NE; MODNR; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,"multi,uni",Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,BRILLIA,BRILLIA,1,3,0,2,1,2,0,3,1.5,6
BUENOA,Genus,,FALSE,,,,,NA,NA,NA,PR,MODNR; MN; Tward; NRSA,SW,MODNR; OK; MN; Tward; NRSA,"multi,uni",NRSA,,TRUE,ARTHROPODA,INSECTA,HEMIPTERA,NOTONECTIDAE,BUENOA,BUENOA,3,4,3,3,4,3,3,4,3.333333333,99
BUENOA MARGARITACEA,Species,,FALSE,,,,,NA,NA,NA,PR,MN; Tward; NRSA,SW,MN; Tward; NRSA,"multi,uni",NRSA,,TRUE,ARTHROPODA,INSECTA,HEMIPTERA,NOTONECTIDAE,BUENOA,BUENOA MARGARITACEA,4,4,3,3,4,3,3,4,3.5,99
CAECIDOTEA,Genus,,FALSE,,,,,6,4,4_worse,CG,IA; MODNR; OK; MN; NRSA,SP,OK; MN; NRSA,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,ISOPODA,ASELLIDAE,CAECIDOTEA,CAECIDOTEA,,,,,,,,,,6
CAENIDAE,Family,,FALSE,,,yes,,5,4,4_middle,CG,IA; NE; MODNR; OK; MN,SP,NE; OK; MN,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,,,3,0,3,0,3,3,0,3,2,
CAENIS,Genus,,FALSE,,,yes,,5,4,4_middle,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,IA; NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIS,CAENIS,3,0,2,0,3,3,0,3,1.833333333,4
CALLIBAETIS,Genus,,FALSE,,,yes,,6,4,4_worse,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,IA; NE; MODNR; OK; MN; Tward;,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,CALLIBAETIS,CALLIBAETIS,3,1,3,1,4,2,1,4,2.333333333,4
CALLICORIXA,Genus,,FALSE,,,,,NA,NA,NA,PR,NE; MN; Tward,SW,NE; MN; Tward,NA,,,TRUE,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,CALLICORIXA,CALLICORIXA,4,4,3,3,4,3,3,4,3.5,99
CALLIOBDELLA VIVIDA,Species,,FALSE,,,,,NA,NA,NA,NA,,NA,,NA,,,FALSE,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,PISCICOLIDAE,CALLIOBDELLA,CALLIOBDELLA VIVIDA,,,,,,,,,,9
CALOPTERYGIDAE,Family,,FALSE,,yes,,,5,4,4_middle,PR,IA; MODNR; OK; MN; NRSA,CB,IA; OK; MN,NA,,,FALSE,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,,,2,2,1,2,3,3,1,3,2.166666667,
CALOPTERYX,Genus,,FALSE,,yes,,yes,6,4,4_worse,PR,IA; NE; OK; MN; Tward; NRSA,CB,NE; MN; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,CALOPTERYX,,2,2,2,2,3,3,2,3,2.333333333,
CALOPTERYX MACULATA,Species,,FALSE,,yes,,yes,6,4,4_worse,PR,IA; NE; OK; MN; Tward; NRSA,CB,NE; MN; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,CALOPTERYX,CALOPTERYX MACULATA,2,2,2,2,3,3,2,3,2.333333333,4
CAMBARIDAE,Family,,FALSE,,,,,5,4,4_middle,CG,IA; MODNR; OK; MN; NRSA,SP,NE; OK; MN,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,,,,,,,,,,,,
CAMBARINCOLA,Genus,,FALSE,,yes,,,5,4,4_middle,CG,NE,CN,NE,NA,,,FALSE,ANNELIDA,OLIGOCHAETA,BRANCHIOBDELLID,BRANCHIOBDELLIDAE,CAMBARINCOLA,CAMBARINCOLA,,,,,,,,,,5
CAMBARUS,Genus,,FALSE,,,,,NA,NA,NA,CG,IA; MODNR; MN; NRSA,SP,NRSA,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,CAMBARUS,,,,,,,,,,,
CAMBARUS DIOGENES,Species,,FALSE,,,,,NA,NA,NA,CG,IA; MODNR; MN; NRSA,SP,NRSA,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,CAMBARUS,CAMBARUS DIOGENES,,,,,,,,,,5
CAMELOBAETIDIUS,Genus,,FALSE,,,yes,,5,4,4_middle,"CG,SH",NE; OK; Tward; NRSA,SW,NE; MODNR; OK; Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,CAMELOBAETIDIUS,CAMELOBAETIDIUS,,,,,,,,,,4
CAPNIIDAE,Family,,FALSE,yes,,yes,,2,3,,SH,IA; MODNR; OK; MN; NRSA,SP,IA; MODNR; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,PLECOPTERA,CAPNIIDAE,,,1,1,1,0,1,1,0,1,0.833333333,
CARABIDAE,Family,,FALSE,,yes,,,NA,NA,NA,PR,NRSA,CN,NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,COLEOPTERA,CARABIDAE,,,,,,,,,,,,
CARDIOCLADIUS,Genus,,FALSE,,,,,5,4,4_middle,PR,MODNR; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CARDIOCLADIUS,CARDIOCLADIUS,3,3,1,3,3,4,1,4,2.833333333,6
CELINA,Genus,,FALSE,,,,,NA,NA,NA,PR,OK; MN; Tward; NRSA,SW,MN; Tward; NRSA,NA,,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,CELINA,,3,5,1,4,3,2,1,5,3,
CELINA HUBBELLI,Species,,FALSE,,,,,NA,NA,NA,PR,OK; MN; Tward; NRSA,SW,MN; Tward; NRSA,NA,,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,CELINA,CELINA HUBBELLI,3,5,1,4,3,2,1,5,3,99
CELITHEMIS,Genus,,FALSE,,yes,,,NA,NA,NA,PR,NE; MODNR; MN; Tward; NRSA,CB,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,CELITHEMIS,CELITHEMIS,1,5,2,5,3,3,1,5,3.166666667,4
CELITHEMIS EPONINA,Species,,FALSE,,yes,,,NA,NA,NA,PR,MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,CELITHEMIS,CELITHEMIS EPONINA,1,5,2,5,3,3,1,5,3.166666667,4
CENOCORIXA,Genus,,FALSE,,,,,NA,NA,NA,NA,"mixed - PR,SC/SH",SW,OK; MN; Tward; NRSA,multi,Tward,,TRUE,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,CENOCORIXA,CENOCORIXA,4,4,3,3,4,3,3,4,3.5,99
CENTROPTILUM,Genus,,FALSE,,,yes,,5,4,4_middle,CG,NRSA,SW,NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,ANAFROPTILUM/NEOCLOEON,CENTROPTILUM,1,0,1,0,2,1,0,2,0.833333333,4
CERACLEA,Genus,,FALSE,,yes,yes,,5,4,4_middle,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,"CN,SP",IA; MODNR; MN; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA,2,2,1,1,1,4,1,4,1.833333333,4
CERACLEA ANCYLUS,Species,,FALSE,,yes,yes,,5,4,4_middle,CG,IA; OK; Tward; NRSA,"CN,SP",NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA ANCYLUS,2,2,1,1,1,4,1,4,1.833333333,4
CERACLEA FLAVA,Species,,FALSE,,yes,yes,,5,4,4_middle,CG,IA; OK; Tward; NRSA,"CN,SP",NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA FLAVA,2,2,1,1,1,4,1,4,1.833333333,4
CERACLEA MACULATA,Species,,FALSE,,yes,yes,,5,4,4_middle,CG,IA; OK; MN; Tward; NRSA,"CN,SP",NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA MACULATA,3,2,2,1,2,4,1,4,2.333333333,4
CERACLEA NEFFI,Species,,FALSE,,yes,yes,,5,4,4_middle,CG,IA; OK; Tward; NRSA,"CN,SP",NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA NEFFI,2,2,2,1,1,4,1,4,2,4
CERACLEA NEPHA,Species,,FALSE,,yes,yes,,5,4,4_middle,CG,IA; Tward; NRSA,"CN,SP",NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA NEPHA,2,2,2,1,1,4,1,4,2,4
CERACLEA SPONGILLOVORAX,Species,,FALSE,,yes,yes,,5,4,4_middle,CG,IA; OK; Tward; NRSA,"CN,SP",NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA SPONGILLOVORAX,2,2,1,1,2,4,1,4,2,4
CERACLEA TRANSVERSA,Species,,FALSE,,yes,yes,,5,4,4_middle,CG,OK; Tward; NRSA,"CN,SP",NRSA; Tward,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,CERACLEA,CERACLEA TRANSVERSA,2,2,2,1,1,4,1,4,2,4
CERATOPOGON,Genus,,FALSE,,,,,NA,NA,NA,PR,IA; NE; MN; Tward,"BU,SP",IA; MN; Tward; NRSA; NE,uni,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,CERATOPOGON,CERATOPOGON,,,,,,,,,,10
CERATOPOGONIDAE,Family,,FALSE,,,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,SP,NE; MODNR; OK; MN,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,,,3,3,3,3,3,4,3,4,3.166666667,10
CERATOPSYCHE,Genus,,FALSE,,yes,yes,,5,4,4_middle,CF,IA; NE; MODNR; OK; MN; Tward;,CN,IA; NE; OK; MN; Tward,uni,Tward,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CERATOPSYCHE,CERATOPSYCHE,,,,,,,,,,4
CERATOPSYCHE MOROSA,Species,,FALSE,,yes,yes,,5,4,4_middle,CF,IA; NE; OK; MN; Tward,CN,NE; MN; Tward,uni,Tward,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CERATOPSYCHE,CERATOPSYCHE MOROSA,,,,,,,,,,4
CERCOBRACHYS,Genus,,FALSE,,,yes,,5,4,4_middle,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CERCOBRACHYS,CERCOBRACHYS,,,,,,,,,,4
CHAETARTHRIA,Genus,,FALSE,,yes,,,NA,NA,NA,"CG,PR",NE; MODNR; OK,CB,NE; OK; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,CHAETARTHRIA,CHAETARTHRIA,3,4,1,3,3,3,1,4,2.833333333,99
CHAOBORUS,Genus,,FALSE,,,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHAOBORIDAE,CHAOBORUS,CHAOBORUS,4,4,4,3,3,4,3,4,3.666666667,10
CHAULIODES,Genus,,FALSE,,yes,,yes,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CHAULIODES,CHAULIODES,2,2,2,2,3,4,2,4,2.5,4
CHAULIODES RASTRICORNIS,Species,,FALSE,,yes,,yes,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; MN; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CHAULIODES,CHAULIODES RASTRICORNIS,2,2,2,2,3,4,2,4,2.5,4
CHERNOVSKIIA,Genus,,FALSE,,,,,NA,NA,NA,CG,NE; OK; MN,SP,MN,NA,,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHERNOVSKIIA,CHERNOVSKIIA,3,3,0,3,3,3,0,3,2.5,6
CHEUMATOPSYCHE,Genus,,FALSE,,yes,yes,,6,4,4_worse,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,NE; OK; MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CHEUMATOPSYCHE,CHEUMATOPSYCHE,3,3,3,2,3,3,2,3,2.833333333,4
CHIMARRA,Genus,,FALSE,yes,yes,yes,,2,3,,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,PHILOPOTAMIDAE,CHIMARRA,CHIMARRA,2,2,1,1,2,4,1,4,2,4
CHIMARRA FERIA,Species,,FALSE,yes,yes,yes,,2,3,,CF,NE; OK; Tward; NRSA,CN,NE; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,PHILOPOTAMIDAE,CHIMARRA,CHIMARRA FERIA,1,2,1,1,2,4,1,4,1.833333333,4
CHIMARRA OBSCURA,Species,,FALSE,yes,yes,yes,,2,3,,CF,IA; NE; OK; MN; Tward; NRSA,CN,NE; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,TRICHOPTERA,PHILOPOTAMIDAE,CHIMARRA,CHIMARRA OBSCURA,2,2,1,1,2,4,1,4,2,4
CHIRONOMIDAE,Family,,FALSE,,,,,5,4,4_middle,CG,IA; NE; MODNR; OK; MN; ;,BU,IA; MODNR; OK,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,,3,3,2,3,3,4,2,4,3,
CHIRONOMUS,Genus,,FALSE,,,,,6,4,4_worse,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; OK; MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,CHIRONOMUS,5,5,4,3,4,5,3,5,4.333333333,11
CHIRONOMUS ATTENUATUS,Species,,FALSE,,,,,6,4,4_worse,CG,Tward; NRSA,BU,Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,CHIRONOMUS ATTENUATUS,4,5,4,3,4,5,3,5,4.166666667,11
CHIRONOMUS RIPARIUS,Species,,FALSE,,,,,6,4,4_worse,CG,NE; Tward; NRSA,BU,NE; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,CHIRONOMUS RIPARIUS,5,5,5,3,4,5,3,5,4.5,11
CHOROTERPES,Genus,,FALSE,yes,yes,yes,,2,3,,CG,NE; MODNR; OK; MN; Tward; NRSA,CN,NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,CHOROTERPES,CHOROTERPES,2,1,2,1,3,1,1,3,1.666666667,3
CHOROTERPES/NEOCHOROTERPES,Genus,Slash,FALSE,yes,yes,yes,,4,4,4_better,"CG,PR",NRSA,CN,NRSA,uni,"Tward; NRSA, based on Choroterpes",,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,CHOROTERPES/NEOCHOROTERPES,,,,,,,,,,,
CHRYSOMELIDAE,Family,,FALSE,,yes,,,NA,NA,NA,SH,IA; NE; OK; MN; NRSA,CN,NE; OK; MN,NA,,,FALSE,ARTHROPODA,INSECTA,COLEOPTERA,CHRYSOMELIDAE,,,4,5,3,4,3,4,3,5,3.833333333,
CHRYSOPS,Genus,,FALSE,,,,,5,4,4_middle,PR,IA; MODNR; OK; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,TABANIDAE,CHRYSOPS,CHRYSOPS,3,2,4,2,5,4,2,5,3.333333333,10
CINCINNATIA,Genus,,FALSE,,,,,5,4,4_middle,SC,OK,NA,,NA,,,FALSE,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,CINCINNATIA,,,,,,,,,,,
CINCINNATIA INTEGRA,Species,,FALSE,,,,,5,4,4_middle,SC,OK,NA,,NA,,,FALSE,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,CINCINNATIA,CINCINNATIA INTEGRA,,,,,,,,,,4
CIPANGOPALUDINA,Genus,,FALSE,,yes,,,NA,NA,NA,SC,MN; NRSA,CB,MN,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOS,VIVIPARIDAE,CIPANGOPALUDINA,,,,,,,,,,,
CIPANGOPALUDINA JAPONICA,Species,,FALSE,,yes,,,NA,NA,NA,SC,MN; NRSA,CB,MN,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOS,VIVIPARIDAE,CIPANGOPALUDINA,CIPANGOPALUDINA JAPONICA,,,,,,,,,,99
CLADOPELMA,Genus,,FALSE,,,,yes,5,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CLADOPELMA,CLADOPELMA,4,2,1,2,2,4,1,4,2.5,6
CLADOTANYTARSUS,Genus,,FALSE,,yes,,,5,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,CB,NE; OK; MN; Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CLADOTANYTARSUS,CLADOTANYTARSUS,3,3,2,3,2,3,2,3,2.666666667,6
CLIMACIA,Genus,,FALSE,yes,yes,,,2,3,,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,NE; OK; MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,NEUROPTERA,SISYRIDAE,CLIMACIA,CLIMACIA,2,2,1,2,3,3,1,3,2.166666667,99
CLIMACIA AREOLARIS,Species,,FALSE,yes,yes,,,2,3,,PR,NE; OK; MN; Tward; NRSA,CB,NE; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,NEUROPTERA,SISYRIDAE,CLIMACIA,CLIMACIA AREOLARIS,2,2,1,2,3,3,1,3,2.166666667,99
CLINOTANYPUS,Genus,,FALSE,,,,,5,4,4_middle,PR,NE; MODNR; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,multi,Tward,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CLINOTANYPUS,CLINOTANYPUS,3,2,1,2,3,3,1,3,2.333333333,6
CLOEON DIPTERUM,Species,,FALSE,,,yes,,NA,NA,NA,CG,Tward; NRSA,SW,Tward; NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,CLOEON,CLOEON DIPTERUM,,,,,,,,,,4
COELOTANYPUS,Genus,,FALSE,,,,,5,4,4_middle,PR,NE; MODNR; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,COELOTANYPUS,COELOTANYPUS,2,2,1,2,3,3,1,3,2.166666667,6
COENAGRIONIDAE,Family,,FALSE,,yes,,,6,4,4_worse,PR,IA; NE; MODNR; OK; MN; NRSA,CB,IA; NE; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,,,3,4,1,3,3,3,1,4,2.833333333,
COLEOPTERA,Order,,FALSE,,,,,NA,NA,NA,NA,,NA,,NA,,,FALSE,ARTHROPODA,INSECTA,COLEOPTERA,,,,,,,,,,,,,
COLLEMBOLA,Order,,TRUE,,,,,5,4,4_middle,CG,IA; NE; MN,NA,,NA,,,FALSE,ARTHROPODA,INSECTA,COLLEMBOLA,,,,,,,,,,,,,
COPELATUS,Genus,,FALSE,,,,,5,4,4_middle,PR,NE; MODNR; OK; MN; Tward; NRSA,SW,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPELATUS,COPELATUS,3,4,1,4,3,1,1,4,2.666666667,99
COPELATUS CHEVROLATI,Species,,FALSE,,,,,5,4,4_middle,PR,OK; Tward; NRSA,SW,Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPELATUS,COPELATUS CHEVROLATI,,,,,,,,,,99
COPELATUS CHEVROLATI RENOVATUS,Species,,FALSE,,,,,5,4,4_middle,PR,OK; Tward; NRSA,SW,Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPELATUS,COPELATUS CHEVROLATI RENOVATUS,,,,,,,,,,99
COPELATUS GLYPHICUS,Species,,FALSE,,,,,5,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SW,MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPELATUS,COPELATUS GLYPHICUS,3,4,2,4,3,1,1,4,2.833333333,99
COPTOTOMUS,Genus,,FALSE,,,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPTOTOMUS,COPTOTOMUS,2,4,1,4,3,1,1,4,2.5,99
COPTOTOMUS INTERROGATUS,Species,,FALSE,,,,,5,4,4_middle,PR,OK; Tward; NRSA,SW,Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPTOTOMUS,COPTOTOMUS INTERROGATUS,2,4,1,4,3,1,1,4,2.5,99
COPTOTOMUS LONGULUS,Species,,FALSE,,,,,5,4,4_middle,PR,IA; MN; Tward; NRSA,SW,MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPTOTOMUS,COPTOTOMUS LONGULUS,2,4,1,4,3,1,1,4,2.5,99
CORBICULA,Genus,,FALSE,,,,,5,6m,,CF,IA; NE; OK; MN; NRSA,BU,NE; MN; NRSA,multi,NRSA,warm,FALSE,MOLLUSCA,BIVALVIA,VENEROIDA,CORBICULIDAE,CORBICULA,,,,,,,,,,,
CORBICULA FLUMINEA,Species,,FALSE,,,,,5,6m,,CF,IA; NE; OK; MN; NRSA,BU,NE; MN; NRSA,multi,NRSA,warm,FALSE,MOLLUSCA,BIVALVIA,VENEROIDA,CORBICULIDAE,CORBICULA,CORBICULA FLUMINEA,,,,,,,,,,99
CORDULEGASTER,Genus,,FALSE,,,,yes,NA,NA,NA,PR,IA; NE; MN; Tward; NRSA,BU,IA; MN; Tward; NRSA,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULEGASTERIDAE,CORDULEGASTER,,1,2,1,3,2,4,1,4,2.166666667,
CORDULEGASTER OBLIQUA,Species,,FALSE,,,,yes,NA,NA,NA,PR,IA; NE; MN; Tward; NRSA,BU,IA; MN; Tward; NRSA,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULEGASTERIDAE,CORDULEGASTER,CORDULEGASTER OBLIQUA,1,2,1,3,2,4,1,4,2.166666667,4
CORDULIIDAE,Family,,FALSE,,yes,,,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,CB,IA; NE; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,,,2,3,1,3,3,3,1,3,2.5,
CORISELLA,Genus,,FALSE,,,,,NA,NA,NA,PR,IA; NE; MODNR; MN; Tward; NRSA,SW,NE; OK; MN; Tward; NRSA,multi,Tward,,TRUE,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,CORISELLA,CORISELLA,4,4,3,3,4,3,3,4,3.5,99
CORIXIDAE,Family,,FALSE,,,,,5,4,4_middle,PR,NE; MODNR; OK; MN,SW,IA; NE; MODNR; OK; MN; ;,multi,NRSA,,TRUE,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,,,3,4,3,3,4,3,3,4,3.333333333,
CORYDALIDAE,Family,,FALSE,,yes,,yes,5,4,4_middle,PR,IA; NE; MODNR; OK; MN; ;,CN,IA; OK; MN,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,,,2,2,3,2,3,3,2,3,2.5,
