TaxaID_orig,KS_TAXACODE,Rank_orig,NonTarget,OTU_MMI,OTU_MMI_genus,OTU_BCG,PHYLUM,CLASS,ORDER,FAMILY,GENUS,NumSamp_All,NumSites_All,Yr_Min,Yr_Max,NumSamp_SB,NumSamp_SP
CERCOBRACHYS,757,Genus,FALSE,CERCOBRACHYS,CERCOBRACHYS,CERCOBRACHYS,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CERCOBRACHYS,54,23,1999,2018,53,1
CHAETARTHRIA,193,Genus,FALSE,CHAETARTHRIA,CHAETARTHRIA,CHAETARTHRIA,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,CHAETARTHRIA,26,17,1981,2018,20,6
CHAOBORUS,37,Genus,FALSE,CHAOBORUS,CHAOBORUS,CHAOBORUS,ARTHROPODA,INSECTA,DIPTERA,CHAOBORIDAE,CHAOBORUS,31,28,1982,2019,17,14
CHAULIODES,993,Genus,FALSE,CHAULIODES,CHAULIODES,CHAULIODES,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CHAULIODES,36,35,1983,2019,4,32
CHAULIODES RASTRICORNIS,801,Species,FALSE,CHAULIODES RASTRICORNIS,CHAULIODES,CHAULIODES RASTRICORNIS,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CHAULIODES,16,16,1986,2014,11,5
CHERNOVSKIIA,185,Genus,FALSE,CHERNOVSKIIA,CHERNOVSKIIA,CHERNOVSKIIA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHERNOVSKIIA,2,1,2006,2009,2,
CHEUMATOPSYCHE,153,Genus,FALSE,CHEUMATOPSYCHE,CHEUMATOPSYCHE,CHEUMATOPSYCHE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,CHEUMATOPSYCHE,2331,484,1980,2020,1895,436
CHIMARRA,162,Genus,FALSE,CHIMARRA,CHIMARRA,CHIMARRA,ARTHROPODA,INSECTA,TRICHOPTERA,PHILOPOTAMIDAE,CHIMARRA,34,28,1980,2017,2,32
CHIMARRA FERIA,1125,Species,FALSE,CHIMARRA FERIA,CHIMARRA,CHIMARRA FERIA,ARTHROPODA,INSECTA,TRICHOPTERA,PHILOPOTAMIDAE,CHIMARRA,20,9,1990,2019,18,2
CHIMARRA OBSCURA,422,Species,FALSE,CHIMARRA OBSCURA,CHIMARRA,CHIMARRA OBSCURA,ARTHROPODA,INSECTA,TRICHOPTERA,PHILOPOTAMIDAE,CHIMARRA,387,112,1980,2020,318,69
CHIRONOMIDAE,213,Family,FALSE,CHIRONOMIDAE,CHIRONOMIDAE,CHIRONOMIDAE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,922,424,1980,2020,469,453
CHIRONOMUS,39,Genus,FALSE,CHIRONOMUS,CHIRONOMUS,CHIRONOMUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,1218,366,1980,2020,971,247
CHIRONOMUS ATTENUATUS,344,Species,FALSE,CHIRONOMUS ATTENUATUS,CHIRONOMUS,CHIRONOMUS ATTENUATUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,1,1,1984,1984,1,
CHIRONOMUS RIPARIUS,347,Species,FALSE,CHIRONOMUS RIPARIUS,CHIRONOMUS,CHIRONOMUS RIPARIUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMUS,2,2,1984,1984,2,
CHOROTERPES,101,Genus,FALSE,CHOROTERPES,CHOROTERPES,CHOROTERPES,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,CHOROTERPES,82,61,2000,2020,303,58
CHOROTERPES/NEOCHOROTERPES,,Genus,FALSE,CHOROTERPES/NEOCHOROTERPES,CHOROTERPES/NEOCHOROTERPES,CHOROTERPES/NEOCHOROTERPES,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,CHOROTERPES/NEOCHOROTERPES,279,83,1980,1999,,
CHRYSOMELIDAE,413,Family,FALSE,CHRYSOMELIDAE,CHRYSOMELIDAE,CHRYSOMELIDAE,ARTHROPODA,INSECTA,COLEOPTERA,CHRYSOMELIDAE,,2,2,2015,2015,2,
CHRYSOPS,177,Genus,FALSE,CHRYSOPS,CHRYSOPS,CHRYSOPS,ARTHROPODA,INSECTA,DIPTERA,TABANIDAE,CHRYSOPS,38,35,1985,2020,17,21
CINCINNATIA,,Genus,FALSE,CINCINNATIA,CINCINNATIA,CINCINNATIA,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,CINCINNATIA,,,,,,
CINCINNATIA INTEGRA,564,Species,FALSE,CINCINNATIA INTEGRA,CINCINNATIA,CINCINNATIA INTEGRA,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,HYDROBIIDAE,CINCINNATIA,64,29,1980,2018,53,11
CIPANGOPALUDINA,,Genus,FALSE,CIPANGOPALUDINA,CIPANGOPALUDINA,CIPANGOPALUDINA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOS,VIVIPARIDAE,CIPANGOPALUDINA,,,,,,
CIPANGOPALUDINA JAPONICA,1440,Species,FALSE,CIPANGOPALUDINA JAPONICA,CIPANGOPALUDINA,CIPANGOPALUDINA JAPONICA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOS,VIVIPARIDAE,CIPANGOPALUDINA,2,2,2007,2007,1,1
CLADOPELMA,1239,Genus,FALSE,CLADOPELMA,CLADOPELMA,CLADOPELMA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CLADOPELMA,6,6,1996,2017,1,5
CLADOTANYTARSUS,711,Genus,FALSE,CLADOTANYTARSUS,CLADOTANYTARSUS,CLADOTANYTARSUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CLADOTANYTARSUS,135,84,1983,2020,92,43
CLIMACIA,127,Genus,FALSE,CLIMACIA,CLIMACIA,CLIMACIA,ARTHROPODA,INSECTA,NEUROPTERA,SISYRIDAE,CLIMACIA,10,9,1997,2018,5,5
CLIMACIA AREOLARIS,798,Species,FALSE,CLIMACIA AREOLARIS,CLIMACIA,CLIMACIA AREOLARIS,ARTHROPODA,INSECTA,NEUROPTERA,SISYRIDAE,CLIMACIA,7,7,1984,1999,7,
CLINOTANYPUS,665,Genus,FALSE,CLINOTANYPUS,CLINOTANYPUS,CLINOTANYPUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CLINOTANYPUS,114,94,1983,2018,50,64
CLOEON DIPTERUM,595,Species,FALSE,CLOEON DIPTERUM,CLOEON DIPTERUM,CLOEON DIPTERUM,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,CLOEON,10,8,1982,2018,8,2
COELOTANYPUS,40,Genus,FALSE,COELOTANYPUS,COELOTANYPUS,COELOTANYPUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,COELOTANYPUS,25,16,1980,2018,20,5
COENAGRIONIDAE,181,Family,FALSE,COENAGRIONIDAE,COENAGRIONIDAE,COENAGRIONIDAE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,,138,101,2006,2020,68,70
COLEOPTERA,482,Order,FALSE,COLEOPTERA,COLEOPTERA,COLEOPTERA,ARTHROPODA,INSECTA,COLEOPTERA,,,29,27,1981,2018,9,20
COLLEMBOLA,491,Order,TRUE,COLLEMBOLA,COLLEMBOLA,COLLEMBOLA,ARTHROPODA,INSECTA,COLLEMBOLA,,,68,54,1980,2020,32,36
COPELATUS,3,Genus,FALSE,COPELATUS,COPELATUS,COPELATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPELATUS,71,59,1980,2019,37,34
COPELATUS CHEVROLATI,,Species,FALSE,COPELATUS CHEVROLATI,COPELATUS,COPELATUS CHEVROLATI,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPELATUS,,,,,,
COPELATUS CHEVROLATI RENOVATUS,303,Species,FALSE,COPELATUS CHEVROLATI,COPELATUS,COPELATUS CHEVROLATI,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPELATUS,108,66,1980,2018,90,18
COPELATUS GLYPHICUS,302,Species,FALSE,COPELATUS GLYPHICUS,COPELATUS,COPELATUS GLYPHICUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPELATUS,24,22,1983,2020,13,11
COPTOTOMUS,196,Genus,FALSE,COPTOTOMUS,COPTOTOMUS,COPTOTOMUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPTOTOMUS,47,38,1983,2017,35,12
COPTOTOMUS INTERROGATUS,833,Species,FALSE,COPTOTOMUS INTERROGATUS,COPTOTOMUS,COPTOTOMUS INTERROGATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPTOTOMUS,4,4,1984,1985,4,
COPTOTOMUS LONGULUS,834,Species,FALSE,COPTOTOMUS LONGULUS,COPTOTOMUS,COPTOTOMUS LONGULUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,COPTOTOMUS,3,3,1982,2016,2,1
CORBICULA,,Genus,FALSE,CORBICULA,CORBICULA,CORBICULA,MOLLUSCA,BIVALVIA,VENEROIDA,CORBICULIDAE,CORBICULA,,,,,,
CORBICULA FLUMINEA,1441,Species,FALSE,CORBICULA FLUMINEA,CORBICULA,CORBICULA FLUMINEA,MOLLUSCA,BIVALVIA,VENEROIDA,CORBICULIDAE,CORBICULA,651,182,1983,2020,484,167
CORDULEGASTER,,Genus,FALSE,CORDULEGASTER,CORDULEGASTER,CORDULEGASTER,ARTHROPODA,INSECTA,ODONATA,CORDULEGASTERIDAE,CORDULEGASTER,,,,,,
CORDULEGASTER OBLIQUA,1026,Species,FALSE,CORDULEGASTER OBLIQUA,CORDULEGASTER,CORDULEGASTER OBLIQUA,ARTHROPODA,INSECTA,ODONATA,CORDULEGASTERIDAE,CORDULEGASTER,6,3,1985,2017,5,1
CORDULIIDAE,251,Family,FALSE,CORDULIIDAE,CORDULIIDAE,CORDULIIDAE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,,30,30,1998,2019,10,20
CORISELLA,687,Genus,FALSE,CORISELLA,CORISELLA,CORISELLA,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,CORISELLA,28,22,1981,2019,23,5
CORIXIDAE,236,Family,FALSE,CORIXIDAE,CORIXIDAE,CORIXIDAE,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,,616,346,1980,2020,331,285
CORYDALIDAE,330,Family,FALSE,CORYDALIDAE,CORYDALIDAE,CORYDALIDAE,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,,10,10,2006,2017,6,4
CORYDALUS,,Genus,FALSE,CORYDALUS,CORYDALUS,CORYDALUS,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CORYDALUS,,,,,,
CORYDALUS CORNUTUS,460,Species,FALSE,CORYDALUS CORNUTUS,CORYDALUS,CORYDALUS CORNUTUS,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CORYDALUS,1501,262,1980,2020,1300,201
CORYNONEURA,351,Genus,FALSE,CORYNONEURA,CORYNONEURA,CORYNONEURA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CORYNONEURA,125,77,1983,2017,107,18
CRAMBIDAE,150,Family,FALSE,CRAMBIDAE,CRAMBIDAE,CRAMBIDAE,ARTHROPODA,INSECTA,LEPIDOPTERA,CRAMBIDAE,,9,9,2010,2019,2,7
CRANGONYCTIDAE,67,Family,FALSE,CRANGONYCTIDAE,CRANGONYCTIDAE,CRANGONYCTIDAE,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,,1,1,2017,2017,,1
CRANGONYX,265,Genus,FALSE,CRANGONYX,CRANGONYX,CRANGONYX,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,CRANGONYX,9,9,1987,2019,8,1
CRICOTOPUS,41,Genus,FALSE,CRICOTOPUS,CRICOTOPUS,CRICOTOPUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS,129,92,2010,2019,871,102
CRICOTOPUS (CRICOTOPUS),370,Subgenus,FALSE,CRICOTOPUS (CRICOTOPUS),CRICOTOPUS,CRICOTOPUS (CRICOTOPUS),ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS,2,2,2016,2018,2,
CRICOTOPUS (CRICOTOPUS) BICINCTUS GR.,597,Species,FALSE,CRICOTOPUS (CRICOTOPUS) BICINCTUS GR.,CRICOTOPUS,CRICOTOPUS (CRICOTOPUS) BICINCTUS GR.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS,152,85,2009,2020,107,45
CRICOTOPUS (CRICOTOPUS) TREMULUS GR.,369,Species,FALSE,CRICOTOPUS (CRICOTOPUS) TREMULUS GR.,CRICOTOPUS,CRICOTOPUS (CRICOTOPUS) TREMULUS GR.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS,5,5,2013,2016,5,
CRICOTOPUS (CRICOTOPUS) TRIFASCIA GR.,451,Species,FALSE,CRICOTOPUS (CRICOTOPUS) TRIFASCIA GR.,CRICOTOPUS,CRICOTOPUS (CRICOTOPUS) TRIFASCIA GR.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS,47,27,2007,2016,40,7
CRICOTOPUS (ISOCLADIUS),649,Subgenus,FALSE,CRICOTOPUS (ISOCLADIUS),CRICOTOPUS,CRICOTOPUS (ISOCLADIUS),ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS,14,14,1984,2010,7,7
CRICOTOPUS (ISOCLADIUS) SYLVESTRIS GR.,346,Species,FALSE,CRICOTOPUS (ISOCLADIUS) SYLVESTRIS GR.,CRICOTOPUS,CRICOTOPUS (ISOCLADIUS) SYLVESTRIS GR.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS,9,8,2010,2018,8,1
CRICOTOPUS/ORTHOCLADIUS,337,Genus,FALSE,CRICOTOPUS/ORTHOCLADIUS,CRICOTOPUS/ORTHOCLADIUS,CRICOTOPUS/ORTHOCLADIUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRICOTOPUS/ORTHOCLADIUS,1076,243,1980,2020,121,58
CRYPTOCHIRONOMUS,42,Genus,FALSE,CRYPTOCHIRONOMUS,CRYPTOCHIRONOMUS,CRYPTOCHIRONOMUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRYPTOCHIRONOMUS,1245,358,1980,2020,1002,243
CRYPTOTENDIPES,504,Genus,FALSE,CRYPTOTENDIPES,CRYPTOTENDIPES,CRYPTOTENDIPES,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CRYPTOTENDIPES,149,97,1982,2020,101,48
CULEX,66,Genus,FALSE,CULEX,CULEX,CULEX,ARTHROPODA,INSECTA,DIPTERA,CULICIDAE,CULEX,15,15,1980,2018,6,9
CULICIDAE,281,Family,FALSE,CULICIDAE,CULICIDAE,CULICIDAE,ARTHROPODA,INSECTA,DIPTERA,CULICIDAE,,17,17,2006,2015,2,15
CULICOIDES,454,Genus,FALSE,CULICOIDES,CULICOIDES,CULICOIDES,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,CULICOIDES,91,62,1983,2020,77,14
CURCULIONIDAE,200,Family,FALSE,CURCULIONIDAE,CURCULIONIDAE,CURCULIONIDAE,ARTHROPODA,INSECTA,COLEOPTERA,CURCULIONIDAE,,59,55,1981,2019,33,26
CYBISTER,183,Genus,FALSE,CYBISTER,CYBISTER,CYBISTER,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,CYBISTER,4,4,1983,2018,2,2
CYBISTER FIMBRIOLATUS,1442,Species,FALSE,CYBISTER FIMBRIOLATUS,CYBISTER,CYBISTER FIMBRIOLATUS,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,CYBISTER,1,1,1994,1994,1,
CYMBIODYTA,26,Genus,FALSE,CYMBIODYTA,CYMBIODYTA,CYMBIODYTA,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,CYMBIODYTA,90,76,1980,2020,30,60
CYPHON,558,Genus,FALSE,CYPHON,SCIRTIDAE,CYPHON,ARTHROPODA,INSECTA,COLEOPTERA,SCIRTIDAE,CYPHON,83,72,1980,2017,39,44
CYRNELLUS,,Genus,FALSE,CYRNELLUS,CYRNELLUS,CYRNELLUS,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,CYRNELLUS,,,,,,
CYRNELLUS FRATERNUS,425,Species,FALSE,CYRNELLUS FRATERNUS,CYRNELLUS,CYRNELLUS FRATERNUS,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,CYRNELLUS,132,74,1986,2019,110,22
DERO,391,Genus,FALSE,DERO,OLIGOCHAETA,DERO,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,DERO,2,2,2015,2015,2,
DESMOPACHRIA,297,Genus,FALSE,DESMOPACHRIA,DESMOPACHRIA,DESMOPACHRIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,DESMOPACHRIA,18,17,1986,2016,4,14
DIAMESA,43,Genus,FALSE,DIAMESA,DIAMESA,DIAMESA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIAMESA,14,14,1980,2011,12,2
DICROTENDIPES,44,Genus,FALSE,DICROTENDIPES,DICROTENDIPES,DICROTENDIPES,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DICROTENDIPES,682,289,1980,2020,505,177
DICROTENDIPES MODESTUS,497,Species,FALSE,DICROTENDIPES MODESTUS,DICROTENDIPES,DICROTENDIPES MODESTUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DICROTENDIPES,5,5,2014,2016,1,4
DICROTENDIPES NEOMODESTUS,706,Species,FALSE,DICROTENDIPES NEOMODESTUS,DICROTENDIPES,DICROTENDIPES NEOMODESTUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DICROTENDIPES,66,54,1982,2019,48,18
DICROTENDIPES SIMPSONI,498,Species,FALSE,DICROTENDIPES SIMPSONI,DICROTENDIPES,DICROTENDIPES SIMPSONI,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DICROTENDIPES,1,1,2014,2014,1,
DIDYMOPS,,Genus,FALSE,DIDYMOPS,DIDYMOPS,DIDYMOPS,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,DIDYMOPS,,,,,,
DIDYMOPS TRANSVERSA,1064,Species,FALSE,DIDYMOPS TRANSVERSA,DIDYMOPS,DIDYMOPS TRANSVERSA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,DIDYMOPS,18,15,2001,2019,3,15
DINEUTUS,19,Genus,FALSE,DINEUTUS,DINEUTUS,DINEUTUS,ARTHROPODA,INSECTA,COLEOPTERA,GYRINIDAE,DINEUTUS,910,372,1980,2020,630,280
DINEUTUS CILIATUS,579,Species,FALSE,DINEUTUS CILIATUS,DINEUTUS,DINEUTUS CILIATUS,ARTHROPODA,INSECTA,COLEOPTERA,GYRINIDAE,DINEUTUS,2,2,1980,1984,2,
DINEUTUS SERRULATUS,866,Species,FALSE,DINEUTUS SERRULATUS,DINEUTUS,DINEUTUS SERRULATUS,ARTHROPODA,INSECTA,COLEOPTERA,GYRINIDAE,DINEUTUS,1,1,1984,1984,1,
DIPLOCLADIUS,179,Genus,FALSE,DIPLOCLADIUS,DIPLOCLADIUS,DIPLOCLADIUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIPLOCLADIUS,2,2,1991,2009,2,
DIPTERA,479,Order,FALSE,DIPTERA,DIPTERA,DIPTERA,ARTHROPODA,INSECTA,DIPTERA,,,34,34,1981,2015,7,27
DOLICHOPODIDAE,215,Family,FALSE,DOLICHOPODIDAE,DOLICHOPODIDAE,DOLICHOPODIDAE,ARTHROPODA,INSECTA,DIPTERA,DOLICHOPODIDAE,,24,19,1980,2016,20,4
DREISSENA,,Genus,FALSE,DREISSENA,DREISSENA,DREISSENA,MOLLUSCA,BIVALVIA,VENEROIDA,DREISSENIDAE,DREISSENA,,,,,,
DREISSENA POLYMORPHA,64,Species,FALSE,DREISSENA POLYMORPHA,DREISSENA,DREISSENA POLYMORPHA,MOLLUSCA,BIVALVIA,VENEROIDA,DREISSENIDAE,DREISSENA,70,32,2005,2019,56,14
DROMOGOMPHUS,1304,Genus,FALSE,DROMOGOMPHUS,DROMOGOMPHUS,DROMOGOMPHUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,DROMOGOMPHUS,30,25,1997,2018,16,14
DROMOGOMPHUS SPINOSUS,587,Species,FALSE,DROMOGOMPHUS SPINOSUS,DROMOGOMPHUS,DROMOGOMPHUS SPINOSUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,DROMOGOMPHUS,107,73,1982,2020,53,54
DROMOGOMPHUS SPOLIATUS,588,Species,FALSE,DROMOGOMPHUS SPOLIATUS,DROMOGOMPHUS,DROMOGOMPHUS SPOLIATUS,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,DROMOGOMPHUS,38,26,1980,2017,27,11
DUBIRAPHIA,10,Genus,FALSE,DUBIRAPHIA,DUBIRAPHIA,DUBIRAPHIA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,DUBIRAPHIA,651,333,1980,2020,356,295
DUBIRAPHIA BREVIPENNIS,853,Species,FALSE,DUBIRAPHIA BREVIPENNIS,DUBIRAPHIA,DUBIRAPHIA BREVIPENNIS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,DUBIRAPHIA,2,2,1993,2006,2,
DUBIRAPHIA MINIMA,314,Species,FALSE,DUBIRAPHIA MINIMA,DUBIRAPHIA,DUBIRAPHIA MINIMA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,DUBIRAPHIA,386,99,1980,2015,386,
DUBIRAPHIA VITTATA,313,Species,FALSE,DUBIRAPHIA VITTATA,DUBIRAPHIA,DUBIRAPHIA VITTATA,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,DUBIRAPHIA,87,53,1980,2017,86,1
DUGESIA,285,Genus,FALSE,DUGESIA,DUGESIA,DUGESIA,PLATYHELMINTHES,TURBELLARIA,TRICLADIDA,PLANARIIDAE,DUGESIA,843,248,1982,2020,677,166
DUGESIA TIGRINA,189,Species,FALSE,DUGESIA TIGRINA,DUGESIA,DUGESIA TIGRINA,PLATYHELMINTHES,TURBELLARIA,TRICLADIDA,PLANARIIDAE,DUGESIA,2,2,1984,1984,2,
DYTHEMIS,325,Genus,FALSE,DYTHEMIS,DYTHEMIS,DYTHEMIS,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,DYTHEMIS,1,1,2006,2006,,1
DYTHEMIS FUGAX,1042,Species,FALSE,DYTHEMIS FUGAX,DYTHEMIS,DYTHEMIS FUGAX,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,DYTHEMIS,3,3,1991,1991,3,
DYTISCIDAE,97,Family,FALSE,DYTISCIDAE,DYTISCIDAE,DYTISCIDAE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,,119,96,2005,2019,31,88
ECTOPRIA,1575,Genus,FALSE,ECTOPRIA,ECTOPRIA,ECTOPRIA,ARTHROPODA,INSECTA,COLEOPTERA,PSEPHENIDAE,ECTOPRIA,8,5,1990,2018,5,3
EINFELDIA,1237,Genus,FALSE,EINFELDIA,EINFELDIA,EINFELDIA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,EINFELDIA,14,14,1986,2015,5,9
ELIMIA,,Genus,FALSE,ELIMIA,ELIMIA,ELIMIA,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,PLEUROCERIDAE,ELIMIA,,,,,,
ELIMIA POTOSIENSIS,173,Species,FALSE,ELIMIA POTOSIENSIS,ELIMIA,ELIMIA POTOSIENSIS,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,PLEUROCERIDAE,ELIMIA,53,3,1980,2018,47,6
ELMIDAE,208,Family,FALSE,ELMIDAE,ELMIDAE,ELMIDAE,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,,32,28,2006,2020,15,17
EMPIDIDAE,216,Family,FALSE,EMPIDIDAE,EMPIDIDAE,EMPIDIDAE,ARTHROPODA,INSECTA,DIPTERA,EMPIDIDAE,,83,55,1980,2020,79,4
ENALLAGMA,131,Genus,FALSE,ENALLAGMA,ENALLAGMA,ENALLAGMA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,1270,436,1980,2020,918,352
ENALLAGMA BASIDENS,1011,Species,FALSE,ENALLAGMA BASIDENS,ENALLAGMA,ENALLAGMA BASIDENS,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,3,3,1980,2012,2,1
ENALLAGMA EXSULANS,403,Species,FALSE,ENALLAGMA EXSULANS,ENALLAGMA,ENALLAGMA EXSULANS,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,3,3,1984,1984,3,
ENALLAGMA TRIVIATUM,417,Species,FALSE,ENALLAGMA TRIVIATUM,ENALLAGMA,ENALLAGMA TRIVIATUM,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,ENALLAGMA,1,1,2016,2016,1,
ENCHYTRAEIDAE,393,Family,FALSE,ENCHYTRAEIDAE,OLIGOCHAETA,ENCHYTRAEIDAE,ANNELIDA,OLIGOCHAETA,ENCHYTRAEIDA,ENCHYTRAEIDAE,,2,2,2015,2015,2,
ENDOCHIRONOMUS,514,Genus,FALSE,ENDOCHIRONOMUS,ENDOCHIRONOMUS,ENDOCHIRONOMUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ENDOCHIRONOMUS,41,37,1982,2019,15,26
ENDOTRIBELOS,367,Genus,FALSE,ENDOTRIBELOS,ENDOTRIBELOS,ENDOTRIBELOS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ENDOTRIBELOS,2,2,2011,2015,1,1
ENOCHRUS,27,Genus,FALSE,ENOCHRUS,ENOCHRUS,ENOCHRUS,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,ENOCHRUS,648,268,1980,2020,492,156
ENOCHRUS HAMILTONI,328,Species,FALSE,ENOCHRUS HAMILTONI,ENOCHRUS,ENOCHRUS HAMILTONI,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,ENOCHRUS,1,1,1984,1984,1,
EPHEMERA,83,Genus,FALSE,EPHEMERA,EPHEMERA,EPHEMERA,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,EPHEMERA,6,5,1981,2017,3,3
EPHEMERA SIMULANS,819,Species,FALSE,EPHEMERA SIMULANS,EPHEMERA,EPHEMERA SIMULANS,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,EPHEMERA,11,2,1984,2002,11,
EPHEMERELLA,82,Genus,FALSE,EPHEMERELLA,EPHEMERELLA,EPHEMERELLA,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,EPHEMERELLA,1,1,1982,1982,1,
